transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,meter,cactus_id,species,distance_meters,x,y,z,primary,secondary,tertiary,quaternary,health_index,cactus_lat,cactus_lon,shrub_present,shrub_alive
2,34.78289,-115.66261,34.7821,-115.66297,40,30,Cylindropuntia anthrocarpa,0.97,0.6,0.8,1.1,1,5,4,2,4,34.78258,-115.66277,y,y
2,34.78289,-115.66261,34.7821,-115.66297,45,31,Cylindropuntia anthrocarpa,2.77,0.15,0.3,0.7,1,2,5,0,5,34.78256,-115.6628,y,y
2,34.78289,-115.66261,34.7821,-115.66297,50,32,Cylindropuntia anthrocarpa,1.38,0.3,0.5,0.85,1,3,3,2,5,34.78249,-115.66282,y,y
2,34.78289,-115.66261,34.7821,-115.66297,55,33,Cylindropuntia anthrocarpa,2.16,0.2,0.3,0.4,2,3,0,0,4,34.78247,-115.6628,y,y
2,34.78289,-115.66261,34.7821,-115.66297,60,34,Cylindropuntia anthrocarpa,1.77,0.85,0.7,1.2,4,2,4,2,4,34.78241,-115.66286,n,
2,34.78289,-115.66261,34.7821,-115.66297,65,35,Cylindropuntia anthrocarpa,2.74,1.1,1.3,1.4,3,5,3,2,4,34.78239,-115.66284,y,y
2,34.78289,-115.66261,34.7821,-115.66297,70,36,Cylindropuntia anthrocarpa,5.37,0.35,0.1,0.6,2,3,1,0,4,34.78233,-115.6628,y,n
2,34.78289,-115.66261,34.7821,-115.66297,75,37,Cylindropuntia anthrocarpa,3.06,0.4,0.5,0.7,1,3,2,4,5,34.78229,-115.66286,y,y
2,34.78289,-115.66261,34.7821,-115.66297,80,38,Cylindropuntia anthrocarpa,4.22,1.4,1.1,1.3,8,3,6,1,4,34.78224,-115.66286,y,y
2,34.78289,-115.66261,34.7821,-115.66297,85,39,Cylindropuntia anthrocarpa,4.94,0.5,0.8,0.7,3,3,5,2,3,34.78216,-115.6629,y,y
2,34.78289,-115.66261,34.7821,-115.66297,90,40,Cylindropuntia anthrocarpa,3.75,0.2,0.4,0.75,2,3,3,0,3,34.78211,-115.66293,y,n
2,34.78289,-115.66261,34.7821,-115.66297,95,41,Cylindropuntia anthrocarpa,2.11,0.7,0.75,1.1,7,2,2,3,4,34.78212,-115.66297,y,y
2,34.78289,-115.66261,34.7821,-115.66297,100,42,Cylindropuntia anthrocarpa,1.6,0.75,1.15,1.1,4,8,5,3,3,34.78208,-115.66299,y,y
3,34.78297,-115.66272,34.78208,-115.66392,0,43,Cylindropuntia anthrocarpa,3.07,2.3,1,1.4,5,8,9,2,3,34.78292,-115.66275,y,y
3,34.78297,-115.66272,34.78208,-115.66392,5,44,Cylindropuntia anthrocarpa,2.32,1.1,0.8,1.2,3,3,3,5,4,34.78292,-115.6627,n,
3,34.78297,-115.66272,34.78208,-115.66392,10,45,Cylindropuntia anthrocarpa,1.68,2.9,2.4,1.6,12,6,5,2,2,34.78284,-115.66273,n,
3,34.78297,-115.66272,34.78208,-115.66392,15,46,Cylindropuntia anthrocarpa,0,1.9,2.4,1.65,10,7,5,4,3,34.78283,-115.66276,n,
3,34.78297,-115.66272,34.78208,-115.66392,20,47,Cylindropuntia anthrocarpa,1.23,2.8,2.6,2.2,8,10,12,5,3,34.78279,-115.66277,n,
3,34.78297,-115.66272,34.78208,-115.66392,25,48,Cylindropuntia anthrocarpa,0.62,0.7,0.6,1.4,1,5,2,2,5,34.78275,-115.66278,y,n
3,34.78297,-115.66272,34.78208,-115.66392,30,49,Cylindropuntia anthrocarpa,2.47,0.1,0.2,0.3,1,3,0,0,5,34.78271,-115.66279,y,n
3,34.78297,-115.66272,34.78208,-115.66392,35,50,Cylindropuntia anthrocarpa,1.14,0.9,1.1,1.3,2,3,2,3,5,34.78268,-115.66283,y,n
3,34.78297,-115.66272,34.78208,-115.66392,40,51,Cylindropuntia anthrocarpa,1.08,1.8,1.7,1.1,6,3,6,7,3,34.78265,-115.66283,n,
3,34.78297,-115.66272,34.78208,-115.66392,45,52,Cylindropuntia anthrocarpa,0.74,1.3,1.4,1.4,4,6,10,2,4,34.7826,-115.66283,n,
3,34.78297,-115.66272,34.78208,-115.66392,50,53,Cylindropuntia anthrocarpa,1.69,0.7,0.9,1.4,1,4,3,3,5,34.78255,-115.66285,y,n
3,34.78297,-115.66272,34.78208,-115.66392,55,54,Cylindropuntia anthrocarpa,4.22,1.2,1.6,1.4,2,4,6,3,4,34.78247,-115.66284,y,y
3,34.78297,-115.66272,34.78208,-115.66392,60,55,Cylindropuntia anthrocarpa,0.53,1.6,1.8,1.4,4,1,2,4,3,34.78255,-115.66285,n,
3,34.78297,-115.66272,34.78208,-115.66392,65,56,Cylindropuntia anthrocarpa,4.98,0.85,0.9,1.2,1,7,3,2,4,34.78241,-115.66286,n,
3,34.78297,-115.66272,34.78208,-115.66392,70,57,Cylindropuntia anthrocarpa,7.24,0.9,0.7,1.1,2,5,2,1,5,34.78238,-115.663,y,y
3,34.78297,-115.66272,34.78208,-115.66392,75,58,Cylindropuntia anthrocarpa,6.74,1.2,1.5,1.4,3,10,3,5,4,34.78227,-115.663,n,
3,34.78297,-115.66272,34.78208,-115.66392,80,59,Cylindropuntia anthrocarpa,3.29,1.1,0.7,0.7,3,7,5,2,1,34.78223,-115.66294,y,y
3,34.78297,-115.66272,34.78208,-115.66392,85,60,Cylindropuntia anthrocarpa,0.67,1.3,2,1.4,2,12,4,2,5,34.78222,-115.66298,n,
3,34.78297,-115.66272,34.78208,-115.66392,90,61,Cylindropuntia anthrocarpa,0.62,0.1,0.15,0.4,2,1,0,0,4,34.78218,-115.66296,y,n
3,34.78297,-115.66272,34.78208,-115.66392,95,62,Cylindropuntia anthrocarpa,1.35,0.1,0.1,0.8,1,2,1,0,4,34.78212,-115.66297,y,y
3,34.78297,-115.66272,34.78208,-115.66392,100,63,Cylindropuntia anthrocarpa,1.13,0.1,0.2,0.7,1,3,2,4,4,34.7821,-115.66299,y,n
4,34.783,-115.66238,34.78212,-115.66313,0,64,Cylindropuntia anthrocarpa,1.54,1.5,1.7,1.4,2,4,3,2,5,34.78297,-115.66283,y,n
4,34.783,-115.66238,34.78212,-115.66313,5,65,Cylindropuntia anthrocarpa,1.35,0.9,1,1.2,1,5,3,2,5,34.78293,-115.66284,y,n
4,34.783,-115.66238,34.78212,-115.66313,10,66,Cylindropuntia anthrocarpa,2.14,1.9,1.8,1.7,2,6,3,2,5,34.78291,-115.66286,y,y
4,34.783,-115.66238,34.78212,-115.66313,15,67,Cylindropuntia anthrocarpa,1.78,1.6,2.1,1.5,4,12,4,4,5,34.78287,-115.66288,n,
4,34.783,-115.66238,34.78212,-115.66313,20,68,Cylindropuntia anthrocarpa,3.33,1.2,1.9,1.5,5,11,4,6,3,34.78281,-115.66283,y,n
4,34.783,-115.66238,34.78212,-115.66313,25,69,Cylindropuntia anthrocarpa,1.49,0.2,0.2,0.4,1,2,2,0,5,34.78278,-115.66287,n,
4,34.783,-115.66238,34.78212,-115.66313,30,70,Cylindropuntia anthrocarpa,2.09,1.9,2.5,1.5,6,20,2,2,4,34.7827,-115.66288,y,n
4,34.783,-115.66238,34.78212,-115.66313,35,71,Cylindropuntia anthrocarpa,0.69,1.8,2.2,1.6,3,12,3,1,3,34.78268,-115.6629,n,
4,34.783,-115.66238,34.78212,-115.66313,40,72,Cylindropuntia anthrocarpa,1.93,0.3,0.35,0.8,1,2,3,1,5,34.78265,-115.66292,y,y
4,34.783,-115.66238,34.78212,-115.66313,45,73,Cylindropuntia anthrocarpa,1.56,0.7,1.1,1.2,1,4,3,5,1,34.78257,-115.66296,n,
4,34.783,-115.66238,34.78212,-115.66313,50,74,Cylindropuntia anthrocarpa,1.89,1,0.8,1.2,1,11,3,4,4,34.78253,-115.66296,y,y
4,34.783,-115.66238,34.78212,-115.66313,55,75,Cylindropuntia anthrocarpa,1.72,0.05,0.1,0.5,1,0,0,0,3,34.78249,-115.66299,y,n
4,34.783,-115.66238,34.78212,-115.66313,60,76,Cylindropuntia anthrocarpa,2.67,1.9,1.5,1.6,1,4,6,5,4,34.78248,-115.66302,y,n
4,34.783,-115.66238,34.78212,-115.66313,65,77,Cylindropuntia anthrocarpa,0.59,1.9,2,1.6,4,4,7,2,4,34.78242,-115.66302,y,n
4,34.783,-115.66238,34.78212,-115.66313,70,78,Cylindropuntia anthrocarpa,1.05,1.8,2.1,1.4,5,12,3,6,3,34.78235,-115.66306,n,
4,34.783,-115.66238,34.78212,-115.66313,75,79,Cylindropuntia anthrocarpa,1.84,0.5,0.4,0.7,1,3,2,1,5,34.78228,-115.66306,y,y
4,34.783,-115.66238,34.78212,-115.66313,80,80,Cylindropuntia anthrocarpa,1.63,0.15,0.1,0.4,1,2,1,2,4,34.78225,-115.66308,n,
4,34.783,-115.66238,34.78212,-115.66313,85,81,Cylindropuntia anthrocarpa,2.57,2,0.9,1.1,1,3,3,3,4,34.7822,-115.66312,n,
4,34.783,-115.66238,34.78212,-115.66313,90,82,Cylindropuntia anthrocarpa,1.78,1.8,1.4,1.6,1,3,3,3,3,34.78216,-115.66312,y,n
4,34.783,-115.66238,34.78212,-115.66313,95,83,Cylindropuntia anthrocarpa,1.98,1.1,0.7,0.8,1,2,2,1,5,34.78214,-115.66314,n,
4,34.783,-115.66238,34.78212,-115.66313,100,84,Cylindropuntia anthrocarpa,1.78,0.25,0.2,0.6,1,3,2,0,4,34.78209,-115.6631,y,y
5,34.78397,-115.66319,34.7822,-115.66343,0,85,Cylindropuntia anthrocarpa,7.49,1.4,1.2,1.6,1,8,3,3,5,34.78313,-115.66325,n,
5,34.78397,-115.66319,34.7822,-115.66343,5,86,Cylindropuntia anthrocarpa,6.41,1.3,0.8,1.2,1,2,3,3,5,34.78305,-115.66328,y,n
5,34.78397,-115.66319,34.7822,-115.66343,10,87,Cylindropuntia anthrocarpa,1.74,0.8,0.7,1,1,4,3,2,5,34.78297,-115.66325,n,
5,34.78397,-115.66319,34.7822,-115.66343,15,88,Cylindropuntia anthrocarpa,9.5,1.6,1.9,1.8,1,4,4,2,4,34.78292,-115.66333,y,y
5,34.78397,-115.66319,34.7822,-115.66343,20,89,Cylindropuntia anthrocarpa,0.93,0.1,0.1,0.7,1,2,0,0,2,34.78291,-115.66323,y,y
5,34.78397,-115.66319,34.7822,-115.66343,25,90,Cylindropuntia anthrocarpa,5.26,0.45,0.3,0.65,1,2,2,2,4,34.7828,-115.66323,y,n
5,34.78397,-115.66319,34.7822,-115.66343,30,91,Cylindropuntia anthrocarpa,3.32,0.9,1.2,1.1,1,3,2,2,5,34.78279,-115.66325,y,y
5,34.78397,-115.66319,34.7822,-115.66343,35,92,Cylindropuntia anthrocarpa,1.94,0.7,0.6,0.8,1,2,4,6,4,34.78275,-115.66327,y,n
5,34.78397,-115.66319,34.7822,-115.66343,40,93,Cylindropuntia anthrocarpa,2.47,0.6,0.6,0.9,3,5,7,9,5,34.78272,-115.66326,n,
5,34.78397,-115.66319,34.7822,-115.66343,45,94,Cylindropuntia anthrocarpa,3.74,0.2,0.3,0.5,3,4,3,1,5,34.78263,-115.66237,y,n
5,34.78397,-115.66319,34.7822,-115.66343,50,95,Cylindropuntia anthrocarpa,0.8,0.3,0.3,0.8,1,2,1,2,4,34.78259,-115.66329,y,y
5,34.78397,-115.66319,34.7822,-115.66343,55,96,Cylindropuntia anthrocarpa,2.53,1.2,1.3,1,2,9,7,1,2,34.78256,-115.66328,n,
5,34.78397,-115.66319,34.7822,-115.66343,60,97,Cylindropuntia anthrocarpa,3.86,1.1,1.6,1.2,3,7,2,5,3,34.7825,-115.66337,y,y
5,34.78397,-115.66319,34.7822,-115.66343,65,98,Cylindropuntia anthrocarpa,1.53,0.7,0.9,1,1,1,1,2,5,34.78247,-115.66334,n,
5,34.78397,-115.66319,34.7822,-115.66343,70,99,Cylindropuntia anthrocarpa,6.56,0.9,1.2,1.1,1,2,3,4,3,34.78243,-115.66342,n,
5,34.78397,-115.66319,34.7822,-115.66343,75,100,Cylindropuntia anthrocarpa,2.82,0.3,0.3,0.2,3,11,3,5,5,34.78266,-115.66366,n,
5,34.78397,-115.66319,34.7822,-115.66343,80,101,Cylindropuntia anthrocarpa,2.51,1,1.2,1.6,1,4,4,4,5,34.78234,-115.66338,y,n
5,34.78397,-115.66319,34.7822,-115.66343,85,102,Cylindropuntia anthrocarpa,0.96,0.4,0.5,0.6,3,5,6,4,5,34.78233,-115.66341,y,n
5,34.78397,-115.66319,34.7822,-115.66343,90,103,Cylindropuntia anthrocarpa,1.69,1.1,1,1.1,2,11,2,1,4,34.7823,-115.66342,n,
5,34.78397,-115.66319,34.7822,-115.66343,95,104,Cylindropuntia anthrocarpa,0.92,0.2,0.4,1,1,5,3,0,4,34.78223,-115.66344,y,y
5,34.78397,-115.66319,34.7822,-115.66343,100,105,Cylindropuntia anthrocarpa,3.87,0.3,0.4,0.9,1,2,3,5,4,34.78219,-115.66339,y,n
